,Chave do item,ID do item,Chave do projeto,Prioridade,Solicitante,Responsável,Campo personalizado (Enviado para N2),Criado,Atualizado,Campo personalizado (Ambiente),Campo personalizado (Categoria),Campo personalizado (Client ID)
1812,ROUT-13835,13835,ROUT,Low,Agent1,Analist12,05/06/24 10:05 AM,04/06/24 8:27 PM,05/06/24 11:15 AM,Product 4,Category41,1459
1813,PLAT-78566,78566,PLAT,Low,Agent0,Analist11,21/06/24 1:46 PM,04/06/24 7:38 PM,21/06/24 4:49 PM,Product 4,Category1,254
1814,SITE-40905,40905,SITE,Low,Agent6,Analist10,05/06/24 9:45 AM,04/06/24 6:47 PM,14/06/24 11:53 AM,Product 4,Category34,1460
1815,PLAT-31769,31769,PLAT,Low,Agent6,Analist9,05/06/24 2:04 PM,04/06/24 6:39 PM,06/06/24 8:49 AM,Product 4,Category28,345
1816,SITE-67385,67385,SITE,Low,Agent6,Analist10,27/06/24 10:53 AM,04/06/24 6:25 PM,27/06/24 2:52 PM,Product 4,Category44,26
1817,ROUT-25404,25404,ROUT,Low,Agent2,Analist30,04/06/24 6:19 PM,04/06/24 6:19 PM,05/06/24 11:23 AM,Product 4,Category41,1197
1818,PLAT-29426,29426,PLAT,Low,Agent10,Analist9,07/06/24 3:03 PM,04/06/24 6:01 PM,07/06/24 4:07 PM,Product 4,Category34,1869
1819,SITE-92091,92091,SITE,Medium,Agent10,Analist0,04/06/24 5:51 PM,04/06/24 5:51 PM,05/06/24 4:00 PM,Product 4,Category0,920
1820,PLAT-71138,71138,PLAT,Low,Agent13,Analist5,17/06/24 10:57 AM,04/06/24 5:50 PM,17/06/24 11:27 AM,Product 4,Category34,931
1821,ROUT-61124,61124,ROUT,High,Agent36,Analist1,04/06/24 5:39 PM,04/06/24 5:39 PM,19/06/24 10:28 AM,Product 4,Category19,771
1822,PLAT-74053,74053,PLAT,Low,Agent2,Analist9,04/06/24 5:32 PM,04/06/24 5:32 PM,05/06/24 8:12 AM,Product 4,Category7,836
1823,PLAT-04448,04448,PLAT,Low,Agent10,Analist5,04/06/24 5:29 PM,04/06/24 5:29 PM,07/06/24 1:46 PM,Product 4,Category1,1920
1824,PLAT-03167,03167,PLAT,Low,Agent36,Analist2,11/06/24 10:26 AM,04/06/24 5:24 PM,11/06/24 11:34 AM,Product 4,Category0,104
1825,BASE-97713,97713,BASE,Medium,Agent87,Analist28,04/06/24 5:19 PM,04/06/24 5:19 PM,04/06/24 5:43 PM,Product 4,Category27,1617
1826,SITE-14279,14279,SITE,Low,Agent16,Analist10,13/06/24 9:47 AM,04/06/24 5:12 PM,13/06/24 12:13 PM,Product 4,Category3,147
1827,PLAT-22751,22751,PLAT,Low,Agent40,Analist8,05/06/24 10:09 AM,04/06/24 5:10 PM,06/06/24 10:24 AM,Product 4,Category7,352
1828,ROUT-30888,30888,ROUT,Medium,Agent48,Analist5,05/06/24 9:44 AM,04/06/24 5:01 PM,12/06/24 3:00 PM,Product 4,Category29,1318
1829,ROUT-84425,84425,ROUT,Medium,Agent37,Analist1,05/06/24 9:38 AM,04/06/24 4:59 PM,11/06/24 9:00 AM,Product 4,Category9,954
1830,SITE-99809,99809,SITE,Low,Agent40,Analist10,05/06/24 4:29 PM,04/06/24 4:54 PM,12/06/24 4:52 PM,Product 4,Category43,875
1831,PLAT-87213,87213,PLAT,High,Agent27,Analist11,10/06/24 10:58 AM,04/06/24 4:51 PM,25/06/24 8:45 AM,Product 4,Category62,1379
1832,PLAT-01053,01053,PLAT,Low,Agent30,Analist0,04/06/24 4:53 PM,04/06/24 4:47 PM,05/06/24 8:20 AM,Product 4,Category45,503
1833,ROUT-03568,03568,ROUT,Low,Agent19,Analist30,04/06/24 4:45 PM,04/06/24 4:45 PM,05/06/24 8:52 AM,Product 4,Category92,1853
1834,PLAT-56785,56785,PLAT,Low,Agent16,Analist5,12/06/24 9:37 AM,04/06/24 4:45 PM,14/06/24 3:55 PM,Product 4,Category1,80
1835,ROUT-99706,99706,ROUT,Low,Agent78,Analist2,05/06/24 10:21 AM,04/06/24 4:44 PM,07/06/24 2:15 PM,Product 4,Category5,1612
1836,PLAT-69905,69905,PLAT,Low,Agent40,Analist9,07/06/24 8:16 AM,04/06/24 4:39 PM,07/06/24 8:44 AM,Product 4,Category16,414
1837,PLAT-47197,47197,PLAT,Medium,Agent0,Analist5,05/06/24 12:09 PM,04/06/24 4:35 PM,05/06/24 7:48 PM,Product 4,Category20,1192
1838,PLAT-08293,08293,PLAT,Low,Agent19,Analist5,04/06/24 4:33 PM,04/06/24 4:33 PM,04/06/24 5:30 PM,Product 4,Category32,2164
1839,ROUT-30526,30526,ROUT,Low,Agent15,Analist12,04/06/24 4:32 PM,04/06/24 4:32 PM,05/06/24 9:26 AM,Product 4,Category9,1369
1840,BASE-18620,18620,BASE,High,Agent25,Analist1,04/06/24 4:26 PM,04/06/24 4:26 PM,05/06/24 3:17 PM,Product 4,Category68,572
1841,PLAT-75669,75669,PLAT,Low,Agent40,Analist9,04/06/24 4:26 PM,04/06/24 4:26 PM,05/06/24 8:46 PM,Product 4,Category36,652
1842,ROUT-05426,05426,ROUT,Highest,Agent19,Analist30,04/06/24 4:22 PM,04/06/24 4:22 PM,26/06/24 5:14 PM,Product 4,Category0,1538
1843,SITE-68770,68770,SITE,Low,Agent30,Analist10,06/06/24 9:53 AM,04/06/24 4:19 PM,13/06/24 10:48 AM,Product 4,Category7,2192
1844,PLAT-05668,05668,PLAT,Low,Agent14,Analist6,13/06/24 1:49 PM,04/06/24 4:17 PM,13/06/24 2:08 PM,Product 4,Category5,1477
1845,BASE-41385,41385,BASE,Low,Agent12,Analist19,04/06/24 4:13 PM,04/06/24 4:13 PM,05/06/24 11:50 AM,Product 4,Category12,2088
1846,ROUT-61219,61219,ROUT,Medium,Agent7,Analist4,05/06/24 10:28 AM,04/06/24 4:03 PM,05/06/24 2:40 PM,Product 4,Category13,1575
1847,PLAT-19187,19187,PLAT,Low,Agent40,Analist14,04/06/24 4:00 PM,04/06/24 4:00 PM,06/06/24 2:26 PM,Product 4,Category45,2013
1848,PLAT-30389,30389,PLAT,Low,Agent48,Analist14,18/06/24 12:34 PM,04/06/24 3:56 PM,18/06/24 12:36 PM,Product 4,Category3,2124
1849,NET-48072,48072,NET,Medium,Agent27,Analist5,05/06/24 1:40 PM,04/06/24 3:48 PM,05/06/24 3:42 PM,Product 4,Category23,702
1850,PLAT-87628,87628,PLAT,Low,Agent15,Analist8,04/06/24 3:46 PM,04/06/24 3:46 PM,08/06/24 4:05 PM,Product 4,Category7,2242
1851,PLAT-84521,84521,PLAT,Low,Agent14,Analist9,04/06/24 4:08 PM,04/06/24 3:46 PM,11/06/24 12:31 PM,Product 4,Category39,1740
1852,PLAT-50688,50688,PLAT,Low,Agent19,Analist0,04/06/24 3:34 PM,04/06/24 3:34 PM,07/06/24 11:51 AM,Product 4,Category92,1894
1853,PLAT-28173,28173,PLAT,Low,Agent30,Analist8,20/06/24 9:36 AM,04/06/24 3:32 PM,21/06/24 12:36 PM,Product 4,Category5,1709
1854,ROUT-96152,96152,ROUT,Low,Agent16,Analist0,04/06/24 3:25 PM,04/06/24 3:25 PM,05/06/24 10:35 AM,Product 4,Category9,256
1855,PLAT-86521,86521,PLAT,Low,Agent48,Analist11,19/06/24 9:42 AM,04/06/24 3:08 PM,19/06/24 10:12 AM,Product 4,Category81,65
1856,ROUT-86491,86491,ROUT,Medium,Agent1,Analist12,05/06/24 3:36 PM,04/06/24 3:07 PM,05/06/24 6:53 PM,Product 4,Category4,923
1857,PLAT-43529,43529,PLAT,Medium,Agent22,Analist11,06/06/24 5:21 PM,04/06/24 2:58 PM,07/06/24 10:41 AM,Product 4,Category46,1663
1858,ROUT-29738,29738,ROUT,Low,Agent9,Analist0,06/06/24 5:12 PM,04/06/24 2:51 PM,11/06/24 11:07 AM,Product 4,Category70,940
1859,PLAT-48205,48205,PLAT,Low,Agent23,Analist2,07/06/24 2:15 PM,04/06/24 2:49 PM,13/06/24 9:18 AM,Product 4,Category5,1999
1860,ROUT-07153,07153,ROUT,Low,Agent78,Analist12,04/06/24 2:53 PM,04/06/24 2:45 PM,05/06/24 10:30 AM,Product 4,Category4,2108
1861,SITE-01867,01867,SITE,Low,Agent2,Analist10,04/06/24 2:44 PM,04/06/24 2:44 PM,04/06/24 3:52 PM,Product 4,Category60,1170
1862,NET-32166,32166,NET,Medium,Agent88,Analist84,04/06/24 2:41 PM,04/06/24 2:41 PM,05/06/24 11:01 PM,Product 4,Category10,1556
1863,ROUT-86546,86546,ROUT,Low,Agent29,Analist30,04/06/24 2:39 PM,04/06/24 2:39 PM,07/06/24 4:31 PM,Product 4,Category6,1685
1864,ROUT-08830,08830,ROUT,Low,Agent78,Analist8,04/06/24 2:21 PM,04/06/24 2:00 PM,07/06/24 9:41 AM,Product 4,Category13,1577
1865,PLAT-93556,93556,PLAT,Low,Agent13,Analist11,04/06/24 3:28 PM,04/06/24 1:39 PM,06/06/24 8:36 AM,Product 4,Category81,995
1866,PLAT-97997,97997,PLAT,Medium,Agent5,Analist11,12/06/24 9:27 AM,04/06/24 1:29 PM,12/06/24 4:35 PM,Product 4,Category27,975
1867,NET-64329,64329,NET,Medium,Agent11,Analist17,04/06/24 1:19 PM,04/06/24 1:19 PM,05/06/24 3:23 AM,Product 4,Category23,477
1868,SITE-97372,97372,SITE,Medium,Agent5,Analist10,17/06/24 2:07 PM,04/06/24 1:16 PM,17/06/24 2:36 PM,Product 4,Category27,302
1869,SITE-16213,16213,SITE,Low,Agent18,Analist10,04/06/24 1:16 PM,04/06/24 1:16 PM,07/06/24 3:17 PM,Product 4,Category45,1667
1870,PLAT-76159,76159,PLAT,Medium,Agent8,Analist9,04/06/24 2:28 PM,04/06/24 1:11 PM,05/06/24 2:10 AM,Product 4,Category20,225
1871,PLAT-97731,97731,PLAT,Low,Agent36,Analist8,04/06/24 1:10 PM,04/06/24 1:10 PM,17/06/24 9:15 AM,Product 4,Category5,1647
1872,SITE-16480,16480,SITE,High,Agent36,Analist10,04/06/24 12:57 PM,04/06/24 12:53 PM,10/06/24 5:53 PM,Product 4,Category18,183
1873,PLAT-11005,11005,PLAT,Low,Agent47,Analist5,04/06/24 12:36 PM,04/06/24 12:36 PM,04/06/24 5:30 PM,Product 4,Category1,549
1874,ROUT-75560,75560,ROUT,Low,Agent5,Analist4,04/06/24 12:16 PM,04/06/24 12:16 PM,19/06/24 12:38 PM,Product 4,Category76,1171
1875,ROUT-63669,63669,ROUT,High,Agent22,Analist30,04/06/24 12:08 PM,04/06/24 12:08 PM,04/06/24 3:27 PM,Product 4,Category19,1052
1876,ROUT-75166,75166,ROUT,High,Agent89,Analist21,04/06/24 12:26 PM,04/06/24 12:02 PM,05/06/24 2:58 AM,Product 4,Category20,124
1877,PLAT-00564,00564,PLAT,Low,Agent29,Analist0,04/06/24 11:56 AM,04/06/24 11:56 AM,11/06/24 4:30 PM,Product 4,Category33,1717
1878,PLAT-73640,73640,PLAT,Low,Agent14,Analist12,05/06/24 10:37 AM,04/06/24 11:51 AM,06/06/24 4:00 PM,Product 4,Category0,491
1879,BASE-41839,41839,BASE,Low,Agent7,Analist11,05/06/24 9:59 AM,04/06/24 11:45 AM,13/06/24 3:42 PM,Product 4,Category57,1440
1880,CONN-4200,4200,CONN,Medium,Agent27,Analist39,04/06/24 11:45 AM,04/06/24 11:45 AM,04/06/24 4:03 PM,Product 4,Category10,1298
1881,PLAT-96365,96365,PLAT,Low,Agent14,Analist4,04/06/24 4:43 PM,04/06/24 11:40 AM,05/06/24 8:32 AM,Product 4,Category6,1012
1882,ROUT-46018,46018,ROUT,High,Agent22,Analist12,04/06/24 11:37 AM,04/06/24 11:37 AM,04/06/24 12:50 PM,Product 4,Category29,1089
1883,PLAT-32830,32830,PLAT,Low,Agent4,Analist9,04/06/24 11:28 AM,04/06/24 11:25 AM,04/06/24 2:47 PM,Product 4,Category15,669
1884,ROUT-84946,84946,ROUT,Low,Agent13,Analist12,04/06/24 3:19 PM,04/06/24 11:23 AM,05/06/24 10:19 AM,Product 4,Category4,2208
1885,ROUT-15711,15711,ROUT,Medium,Agent22,Analist4,10/06/24 10:30 AM,04/06/24 11:23 AM,26/06/24 9:01 AM,Product 4,Category9,359
1886,CONN-8346,8346,CONN,High,Agent65,Analist39,06/06/24 9:09 AM,04/06/24 11:07 AM,12/06/24 12:13 PM,Product 4,Category73,709
1887,NET-96991,96991,NET,Medium,Agent90,Analist51,04/06/24 11:05 AM,04/06/24 11:05 AM,04/06/24 4:50 PM,Product 4,Category10,32
1888,NET-76117,76117,NET,Medium,Agent27,Analist85,04/06/24 10:55 AM,04/06/24 10:55 AM,04/06/24 1:39 PM,Product 4,Category10,470
1889,SITE-50701,50701,SITE,Medium,Agent8,Analist10,04/06/24 10:53 AM,04/06/24 10:53 AM,05/06/24 1:49 PM,Product 4,Category34,818
1890,PLAT-53246,53246,PLAT,Low,Agent13,Analist9,04/06/24 12:28 PM,04/06/24 10:50 AM,04/06/24 1:09 PM,Product 4,Category3,1352
1891,ROUT-30732,30732,ROUT,Low,Agent15,Analist4,04/06/24 10:54 AM,04/06/24 10:44 AM,06/06/24 2:38 PM,Product 4,Category76,1091
1892,PLAT-91413,91413,PLAT,Low,Agent83,Analist14,04/06/24 10:40 AM,04/06/24 10:40 AM,04/06/24 11:47 AM,Product 4,Category43,1979
1893,SITE-13668,13668,SITE,Medium,Agent11,Analist10,04/06/24 10:27 AM,04/06/24 10:27 AM,10/06/24 9:26 AM,Product 4,Category15,41
1894,CONN-1316,1316,CONN,Low,Agent47,Analist39,04/06/24 9:43 AM,04/06/24 9:43 AM,04/06/24 5:20 PM,Product 4,Category34,1908
1895,SITE-24682,24682,SITE,Low,Agent20,Analist10,04/06/24 10:17 AM,04/06/24 9:42 AM,04/06/24 11:26 AM,Product 4,Category61,568
1896,ROUT-03965,03965,ROUT,Low,Agent83,Analist4,04/06/24 9:29 AM,04/06/24 9:29 AM,07/06/24 12:06 PM,Product 4,Category0,432
1897,NET-55126,55126,NET,Medium,Agent27,Analist85,04/06/24 9:23 AM,04/06/24 9:23 AM,04/06/24 9:27 AM,Product 4,Category10,286
1898,SITE-34280,34280,SITE,Low,Agent13,Analist10,17/06/24 10:20 AM,04/06/24 9:20 AM,18/06/24 8:15 PM,Product 4,Category2,1738
1899,ROUT-69365,69365,ROUT,Low,Agent35,Analist3,04/06/24 9:17 AM,04/06/24 9:17 AM,04/06/24 9:18 AM,Product 4,Category5,1582
1900,BASE-56437,56437,BASE,Medium,Agent27,Analist28,04/06/24 3:04 PM,04/06/24 9:16 AM,13/06/24 3:17 PM,Product 4,Category10,1413
1901,ROUT-35768,35768,ROUT,High,Agent22,Analist4,04/06/24 8:53 AM,04/06/24 8:53 AM,04/06/24 10:20 AM,Product 4,Category14,721
1902,SITE-07209,07209,SITE,Low,Agent45,Analist10,18/06/24 8:56 AM,04/06/24 6:59 AM,18/06/24 9:27 AM,Product 4,Category32,482
1903,PLAT-27386,27386,PLAT,Medium,Agent45,Analist11,17/06/24 9:44 AM,04/06/24 5:33 AM,17/06/24 11:17 AM,Product 4,Category22,1976
1904,PLAT-81989,81989,PLAT,Low,Agent33,Analist1,04/06/24 4:57 AM,04/06/24 4:52 AM,04/06/24 5:05 PM,Product 4,Category19,518
1905,DATA-92351,92351,DATA,Medium,Agent32,Analist44,04/06/24 4:06 AM,04/06/24 4:06 AM,04/06/24 9:50 AM,Product 4,Category22,446
1906,PLAT-88707,88707,PLAT,Low,Agent32,Analist9,10/06/24 2:08 PM,04/06/24 12:02 AM,21/06/24 3:15 PM,Product 4,Category5,392
1907,SITE-18292,18292,SITE,Low,Agent56,Analist0,03/06/24 11:09 PM,03/06/24 11:09 PM,04/06/24 8:32 AM,Product 4,Category20,1512
1908,PLAT-13363,13363,PLAT,Low,Agent1,Analist14,09/06/24 8:44 AM,03/06/24 10:49 PM,11/06/24 2:14 PM,Product 4,Category58,2086
1909,ROUT-18712,18712,ROUT,Medium,Agent1,Analist12,06/06/24 10:18 AM,03/06/24 10:24 PM,18/06/24 5:23 PM,Product 4,Category13,1221
1910,PLAT-83686,83686,PLAT,Low,Agent23,Analist12,10/06/24 2:10 PM,03/06/24 10:10 PM,14/06/24 2:58 PM,Product 4,Category35,1826
1911,PLAT-18976,18976,PLAT,Low,Agent56,Analist14,03/06/24 8:01 PM,03/06/24 8:01 PM,04/06/24 11:27 AM,Product 4,Category3,377
1912,PLAT-44368,44368,PLAT,Low,Agent1,Analist8,10/06/24 8:27 AM,03/06/24 7:37 PM,11/06/24 10:48 AM,Product 4,Category4,1960
1913,ROUT-44722,44722,ROUT,Not Informed,Agent14,Analist2,04/06/24 10:31 AM,03/06/24 7:26 PM,04/06/24 4:42 PM,Product 4,Category19,1916
1914,ROUT-64732,64732,ROUT,Low,Agent14,Analist55,03/06/24 7:26 PM,03/06/24 7:26 PM,04/06/24 3:48 PM,Product 4,Category19,1800
1915,PLAT-38539,38539,PLAT,Low,Agent14,Analist6,24/06/24 8:31 AM,03/06/24 7:04 PM,24/06/24 8:48 AM,Product 4,Category5,64
1916,ROUT-62102,62102,ROUT,Low,Agent14,Analist12,03/06/24 6:59 PM,03/06/24 6:50 PM,06/06/24 9:20 AM,Product 4,Category4,1644
1917,PLAT-25441,25441,PLAT,Low,Agent36,Analist6,14/06/24 2:19 PM,03/06/24 6:40 PM,14/06/24 2:27 PM,Product 4,Category5,1628
1918,ROUT-65350,65350,ROUT,Low,Agent36,Analist18,03/06/24 6:31 PM,03/06/24 6:31 PM,07/06/24 9:08 AM,Product 4,Category16,1173
1919,ROUT-49994,49994,ROUT,Low,Agent2,Analist4,06/06/24 9:09 AM,03/06/24 6:30 PM,13/06/24 3:01 PM,Product 4,Category16,1335
1920,PLAT-45397,45397,PLAT,Low,Agent1,Analist11,18/06/24 10:53 AM,03/06/24 6:27 PM,18/06/24 11:12 AM,Product 4,Category1,155
1921,ROUT-23021,23021,ROUT,Low,Agent14,Analist12,03/06/24 6:43 PM,03/06/24 6:26 PM,06/06/24 5:13 PM,Product 4,Category4,2224
1922,PLAT-59721,59721,PLAT,Low,Agent36,Analist9,04/06/24 11:14 AM,03/06/24 6:15 PM,04/06/24 11:29 AM,Product 4,Category63,818
1923,PLAT-12759,12759,PLAT,Medium,Agent18,Analist6,04/06/24 1:27 PM,03/06/24 6:12 PM,13/06/24 9:18 AM,Product 4,Category5,1355
1924,PLAT-52714,52714,PLAT,Low,Agent6,Analist5,04/06/24 9:54 AM,03/06/24 6:10 PM,04/06/24 11:44 AM,Product 4,Category20,485
1925,ROUT-61352,61352,ROUT,Low,Agent6,Analist6,17/06/24 10:15 AM,03/06/24 6:08 PM,17/06/24 1:57 PM,Product 4,Category61,2047
1926,ROUT-05232,05232,ROUT,Low,Agent85,Analist21,03/06/24 6:04 PM,03/06/24 6:04 PM,17/06/24 10:36 AM,Product 4,Category9,178
1927,SITE-07424,07424,SITE,Medium,Agent28,Analist0,05/06/24 10:29 AM,03/06/24 5:52 PM,05/06/24 12:19 PM,Product 4,Category28,1192
1928,PLAT-37638,37638,PLAT,Lowest,Agent37,Analist5,07/06/24 5:16 PM,03/06/24 5:46 PM,09/06/24 12:24 AM,Product 4,Category7,257
1929,PLAT-78211,78211,PLAT,Low,Agent21,Analist6,24/06/24 8:29 AM,03/06/24 5:38 PM,25/06/24 11:08 PM,Product 4,Category5,154
1930,ROUT-91380,91380,ROUT,Low,Agent2,Analist30,03/06/24 5:31 PM,03/06/24 5:31 PM,17/06/24 12:35 PM,Product 4,Category0,1486
1931,ROUT-17048,17048,ROUT,Low,Agent5,Analist2,19/06/24 9:57 AM,03/06/24 5:26 PM,19/06/24 12:19 PM,Product 4,Category14,151
1932,PLAT-33195,33195,PLAT,Low,Agent36,Analist11,21/06/24 2:37 PM,03/06/24 5:26 PM,24/06/24 8:03 AM,Product 4,Category9,1744
1933,ROUT-75051,75051,ROUT,High,Agent25,Analist45,10/06/24 4:11 PM,03/06/24 5:25 PM,12/06/24 10:55 AM,Product 4,Category20,1691
1934,PLAT-16812,16812,PLAT,Low,Agent21,Analist5,04/06/24 2:46 PM,03/06/24 5:25 PM,04/06/24 4:00 PM,Product 4,Category7,1188
1935,PLAT-37073,37073,PLAT,Low,Agent29,Analist11,14/06/24 2:28 PM,03/06/24 4:50 PM,14/06/24 2:57 PM,Product 4,Category63,305
1936,ROUT-54832,54832,ROUT,Low,Agent19,Analist3,03/06/24 4:38 PM,03/06/24 4:38 PM,21/06/24 4:30 PM,Product 4,Category92,2307
1937,PLAT-96830,96830,PLAT,Low,Agent48,Analist11,03/06/24 4:37 PM,03/06/24 4:27 PM,04/06/24 8:55 AM,Product 4,Category39,2219
1938,SITE-54942,54942,SITE,Low,Agent24,Analist10,04/06/24 11:59 AM,03/06/24 4:20 PM,05/06/24 11:45 AM,Product 4,Category20,606
1939,SITE-20852,20852,SITE,Medium,Agent5,Analist10,03/06/24 4:13 PM,03/06/24 4:13 PM,11/06/24 11:43 AM,Product 4,Category3,666
1940,PLAT-78663,78663,PLAT,Low,Agent48,Analist2,18/06/24 3:41 PM,03/06/24 3:59 PM,18/06/24 4:51 PM,Product 4,Category0,1008
1941,ROUT-62547,62547,ROUT,Low,Agent37,Analist3,07/06/24 5:23 PM,03/06/24 3:56 PM,14/06/24 9:38 AM,Product 4,Category5,256
1942,PLAT-96510,96510,PLAT,Low,Agent9,Analist5,07/06/24 5:06 PM,03/06/24 3:51 PM,09/06/24 12:24 AM,Product 4,Category0,1616
1943,PLAT-72861,72861,PLAT,Low,Agent48,Analist9,10/06/24 11:43 AM,03/06/24 3:37 PM,10/06/24 12:32 PM,Product 4,Category3,239
1944,ROUT-63605,63605,ROUT,Low,Agent21,Analist30,03/06/24 3:26 PM,03/06/24 3:26 PM,21/06/24 3:25 AM,Product 4,Category6,988
1945,ROUT-30382,30382,ROUT,Low,Agent12,Analist0,03/06/24 3:26 PM,03/06/24 3:26 PM,04/06/24 10:24 AM,Product 4,Category4,2113
1946,PLAT-73112,73112,PLAT,Low,Agent1,Analist8,17/06/24 4:27 PM,03/06/24 3:25 PM,28/06/24 9:54 AM,Product 4,Category14,1751
1947,PLAT-29153,29153,PLAT,Low,Agent41,Analist9,03/06/24 3:25 PM,03/06/24 3:25 PM,04/06/24 10:06 AM,Product 4,Category1,289
1948,ROUT-30644,30644,ROUT,Highest,Agent47,Analist21,12/06/24 9:39 AM,03/06/24 3:24 PM,26/06/24 3:44 PM,Product 4,Category9,1144
1949,SITE-16948,16948,SITE,Medium,Agent31,Analist10,07/06/24 9:36 AM,03/06/24 3:20 PM,12/06/24 1:42 PM,Product 4,Category4,1167
1950,PLAT-40372,40372,PLAT,Low,Agent83,Analist5,10/06/24 11:42 AM,03/06/24 3:19 PM,10/06/24 4:37 PM,Product 4,Category3,1074
1951,PLAT-05303,05303,PLAT,Medium,Agent31,Analist2,07/06/24 9:08 AM,03/06/24 3:09 PM,20/06/24 2:02 PM,Product 4,Category5,2333
1952,PLAT-56900,56900,PLAT,Low,Agent30,Analist86,03/06/24 3:05 PM,03/06/24 3:05 PM,06/06/24 11:01 AM,Product 4,Category5,781
1953,SITE-25744,25744,SITE,Low,Agent16,Analist5,20/06/24 8:51 AM,03/06/24 3:05 PM,24/06/24 9:35 AM,Product 4,Category14,1097
1954,PLAT-43048,43048,PLAT,Low,Agent55,Analist8,03/06/24 6:24 PM,03/06/24 3:03 PM,13/06/24 9:18 AM,Product 4,Category5,1974
1955,NET-32242,32242,NET,Low,Agent16,Analist6,14/06/24 2:26 PM,03/06/24 2:48 PM,14/06/24 4:35 PM,Product 4,Category23,2121
1956,PLAT-29675,29675,PLAT,Low,Agent24,Analist6,03/06/24 2:37 PM,03/06/24 2:37 PM,04/06/24 3:00 PM,Product 4,Category5,593
1957,PLAT-62439,62439,PLAT,Medium,Agent16,Analist14,03/06/24 2:36 PM,03/06/24 2:36 PM,03/06/24 3:43 PM,Product 4,Category3,605
1958,PLAT-38693,38693,PLAT,Low,Agent83,Analist6,03/06/24 2:34 PM,03/06/24 2:34 PM,04/06/24 9:59 AM,Product 4,Category8,526
1959,PLAT-95501,95501,PLAT,Low,Agent4,Analist8,03/06/24 2:30 PM,03/06/24 2:30 PM,04/06/24 5:32 PM,Product 4,Category5,708
1960,NET-20767,20767,NET,Low,Agent21,Analist17,11/06/24 10:05 AM,03/06/24 2:29 PM,13/06/24 1:40 PM,Product 4,Category23,37
1961,SITE-87536,87536,SITE,Low,Agent0,Analist10,03/06/24 2:24 PM,03/06/24 2:22 PM,13/06/24 12:23 PM,Product 4,Category1,747
1962,SITE-50303,50303,SITE,Low,Agent13,Analist9,03/06/24 3:07 PM,03/06/24 1:48 PM,04/06/24 4:04 PM,Product 4,Category0,239
1963,PLAT-07075,07075,PLAT,Low,Agent13,Analist12,03/06/24 1:37 PM,03/06/24 1:26 PM,04/06/24 5:02 PM,Product 4,Category9,970
1964,PLAT-94602,94602,PLAT,Low,Agent2,Analist5,03/06/24 1:08 PM,03/06/24 1:08 PM,03/06/24 2:46 PM,Product 4,Category65,1893
1965,ROUT-00427,00427,ROUT,Low,Agent47,Analist12,03/06/24 1:02 PM,03/06/24 1:02 PM,05/06/24 3:16 PM,Product 4,Category9,2146
1966,SITE-26252,26252,SITE,Low,Agent13,Analist10,17/06/24 1:44 PM,03/06/24 12:23 PM,17/06/24 2:10 PM,Product 4,Category14,794
1967,ROUT-99412,99412,ROUT,Low,Agent18,Analist18,03/06/24 2:43 PM,03/06/24 12:22 PM,06/06/24 9:33 AM,Product 4,Category19,1858
1968,SITE-56888,56888,SITE,Low,Agent5,Analist10,03/06/24 12:19 PM,03/06/24 12:19 PM,03/06/24 2:29 PM,Product 4,Category15,1650
1969,PLAT-09794,09794,PLAT,Medium,Agent14,Analist87,03/06/24 12:22 PM,03/06/24 12:09 PM,12/06/24 10:00 AM,Product 4,Category7,1438
1970,NET-94424,94424,NET,High,Agent50,Analist5,03/06/24 12:05 PM,03/06/24 12:05 PM,03/06/24 2:10 PM,Product 4,Category10,1629
1971,ROUT-62976,62976,ROUT,High,Agent70,Analist18,03/06/24 11:59 AM,03/06/24 11:59 AM,17/06/24 3:14 PM,Product 4,Category4,1524
1972,PLAT-18451,18451,PLAT,Low,Agent48,Analist5,03/06/24 12:14 PM,03/06/24 11:55 AM,03/06/24 3:42 PM,Product 4,Category65,1544
1973,SITE-32726,32726,SITE,Medium,Agent30,Analist74,04/06/24 10:10 AM,03/06/24 11:41 AM,21/06/24 9:06 AM,Product 4,Category0,2173
1974,PLAT-74356,74356,PLAT,Low,Agent24,Analist11,05/06/24 10:59 AM,03/06/24 11:37 AM,05/06/24 11:52 AM,Product 4,Category7,887
1975,PLAT-81729,81729,PLAT,Low,Agent5,Analist2,03/06/24 1:31 PM,03/06/24 11:32 AM,10/06/24 4:58 PM,Product 4,Category5,1595
1976,ROUT-96129,96129,ROUT,High,Agent41,Analist67,03/06/24 11:25 AM,03/06/24 11:25 AM,26/06/24 3:15 PM,Product 4,Category76,794
1977,NET-10346,10346,NET,Medium,Agent22,Analist16,11/06/24 8:07 AM,03/06/24 11:12 AM,17/06/24 3:50 PM,Product 4,Category10,1032
1978,PLAT-15396,15396,PLAT,Medium,Agent28,Analist14,03/06/24 11:08 AM,03/06/24 11:08 AM,04/06/24 11:26 AM,Product 4,Category7,1622
1979,PLAT-30021,30021,PLAT,Medium,Agent66,Analist35,18/06/24 11:54 AM,03/06/24 10:51 AM,20/06/24 12:37 PM,Product 4,Category5,366
1980,PLAT-96034,96034,PLAT,Medium,Agent55,Analist6,25/06/24 10:24 AM,03/06/24 10:45 AM,28/06/24 9:41 AM,Product 4,Category5,111
